id,age,gender,sign,tarot,favorite_color,favorite_animal
11074,57,male,leo,11,yellow,tiger
11075,54,male,capricorn,16,green,dog
11076,46,male,gemini,20,yellow,cat
11077,47,male,virgo,12,green,eagle
11078,40,male,scorpio,5,blue,goldfish
11079,41,female,virgo,4,green,horse
11080,57,female,cancer,10,purple,elephant
11081,59,female,leo,16,orange,horse
11082,37,male,gemini,10,purple,cat
11083,36,male,gemini,19,yellow,dog
11084,28,male,aquarius,13,red,hamster
11085,25,male,sagittarius,18,blue,eagle
11086,35,female,leo,1,blue,horse
11087,35,nb,scorpio,11,green,eagle
11088,22,female,libra,11,red,goldfish
11089,22,female,leo,7,orange,cat
11090,56,male,scorpio,14,orange,eagle
11091,56,female,pisces,20,red,horse
11092,55,male,sagittarius,5,orange,eagle
11093,56,male,scorpio,8,purple,elephant
11094,55,nb,cancer,18,blue,elephant
11095,55,female,cancer,9,yellow,elephant
11096,19,male,cancer,1,yellow,eagle
11097,18,male,cancer,7,orange,hamster
11098,59,female,scorpio,12,yellow,horse
11099,59,female,gemini,19,blue,horse
11100,18,male,sagittarius,19,blue,tiger
11101,18,female,aries,5,green,cat
11102,38,female,aries,15,red,horse
11103,40,male,scorpio,16,yellow,dog
11104,29,female,leo,19,orange,cat
11105,32,male,libra,15,yellow,eagle
11106,55,male,gemini,10,blue,tiger
11107,57,female,capricorn,20,purple,elephant
11108,41,nb,cancer,9,blue,hamster
11109,44,female,pisces,19,blue,elephant
11110,37,male,aries,4,green,eagle
11111,37,male,leo,14,blue,tiger
11112,21,female,sagittarius,15,purple,hamster
11113,20,male,sagittarius,12,orange,eagle
11114,19,male,gemini,20,green,elephant
11115,20,female,gemini,11,red,cat
11116,48,male,scorpio,3,orange,dog
11117,49,male,aries,9,blue,tiger
11118,36,female,aquarius,18,orange,tiger
11119,34,female,leo,7,purple,hamster
11120,31,male,leo,8,red,cat
11121,31,female,cancer,7,green,dog
11122,29,female,sagittarius,3,blue,elephant
11123,29,female,virgo,1,red,hamster
11124,46,male,gemini,12,green,hamster
11125,48,female,cancer,2,yellow,eagle
11126,42,male,cancer,7,orange,eagle
11127,41,female,cancer,17,red,dog
11128,23,male,sagittarius,19,red,horse
11129,23,female,sagittarius,11,red,hamster
11130,21,male,taurus,1,green,elephant
11131,21,female,aquarius,15,green,cat
11132,58,nb,capricorn,17,green,elephant
11133,58,male,virgo,6,purple,eagle
11134,49,male,sagittarius,3,red,elephant
11135,47,female,gemini,15,blue,goldfish
11136,55,male,sagittarius,2,green,goldfish
11137,56,male,sagittarius,5,yellow,cat
11138,57,nb,gemini,7,orange,goldfish
11139,60,female,gemini,17,orange,horse
11140,34,male,sagittarius,10,red,dog
11141,35,nb,capricorn,17,blue,horse
11142,39,female,aquarius,14,purple,horse
11143,37,male,aquarius,3,green,hamster
11144,20,female,gemini,7,purple,dog
11145,20,female,scorpio,11,red,goldfish
11146,30,female,aries,14,blue,dog
11147,30,female,capricorn,15,orange,tiger
11148,56,male,pisces,5,red,eagle
11149,56,nb,cancer,18,yellow,goldfish
11150,40,female,gemini,11,yellow,dog
11151,41,male,leo,4,purple,horse
11152,48,male,virgo,18,purple,goldfish
11153,51,male,libra,18,red,horse
11154,20,male,virgo,6,red,dog
11155,19,female,virgo,15,green,dog
11156,50,male,scorpio,13,red,cat
11157,51,female,scorpio,8,green,goldfish
11158,50,nb,leo,4,yellow,cat
11159,47,male,capricorn,10,blue,cat
11160,51,male,sagittarius,10,blue,goldfish
11161,51,female,leo,21,yellow,cat
11162,47,female,capricorn,3,red,tiger
11163,47,male,capricorn,7,blue,hamster
11164,22,female,virgo,19,orange,tiger
11165,22,female,cancer,3,green,dog
11166,57,male,cancer,3,orange,hamster
11167,57,female,virgo,17,blue,cat
11168,34,female,libra,3,blue,dog
11169,35,male,libra,13,green,tiger
11170,58,female,virgo,12,red,hamster
11171,59,female,scorpio,4,purple,eagle
11172,47,female,gemini,4,purple,horse
11173,44,nb,libra,3,orange,elephant
11174,20,male,cancer,12,yellow,elephant
11175,19,female,aquarius,7,purple,elephant
11176,32,male,leo,4,yellow,elephant
11177,32,male,scorpio,12,purple,goldfish
11178,50,female,aquarius,13,red,goldfish
11179,51,male,aquarius,19,orange,cat
11180,40,female,cancer,20,red,tiger
11181,43,nb,aquarius,1,orange,goldfish
11182,35,male,pisces,14,blue,tiger
11183,35,male,virgo,13,yellow,tiger
11184,24,male,gemini,18,green,tiger
11185,23,male,sagittarius,10,red,horse
11186,22,male,cancer,18,red,hamster
11187,23,male,virgo,13,yellow,cat
11188,19,male,libra,13,orange,dog
11189,19,male,aries,5,green,goldfish
11190,49,nb,gemini,15,yellow,elephant
11191,49,male,leo,17,blue,goldfish
11192,48,male,aries,14,red,elephant
11193,48,female,libra,2,blue,cat
11194,44,male,libra,19,green,cat
11195,42,male,capricorn,6,yellow,hamster
11196,34,male,taurus,13,purple,cat
11197,31,female,taurus,18,yellow,eagle
11198,58,female,scorpio,19,green,elephant
11199,58,female,taurus,16,yellow,goldfish
11200,50,male,scorpio,6,orange,eagle
11201,52,male,gemini,18,yellow,tiger
11202,42,female,aries,8,orange,elephant
11203,43,female,leo,8,green,cat
11204,37,male,taurus,14,yellow,elephant
11205,36,female,aries,15,yellow,eagle
11206,39,female,leo,19,green,goldfish
11207,37,female,aries,6,purple,elephant
11208,37,male,taurus,21,blue,cat
11209,38,female,capricorn,1,purple,eagle
11210,20,nb,scorpio,16,orange,cat
11211,20,female,libra,0,green,tiger
11212,46,male,libra,13,orange,dog
11213,46,female,aquarius,21,purple,tiger
11214,33,female,aries,16,yellow,horse
11215,33,male,capricorn,17,red,horse
11216,46,female,sagittarius,9,purple,horse
11217,50,female,taurus,4,orange,dog
11218,48,female,leo,14,green,hamster
11219,48,male,taurus,10,yellow,tiger
11220,44,female,sagittarius,21,green,cat
11221,42,male,aquarius,19,blue,tiger
11222,57,female,scorpio,20,orange,tiger
11223,56,male,gemini,2,green,dog
11224,27,female,pisces,1,yellow,eagle
11225,27,male,pisces,3,purple,tiger
11226,22,nb,gemini,21,orange,elephant
11227,22,female,pisces,7,yellow,tiger
11228,41,female,sagittarius,9,red,elephant
11229,41,female,pisces,6,orange,elephant
11230,57,male,scorpio,13,purple,cat
11231,56,female,virgo,15,purple,goldfish
11232,59,female,virgo,9,green,goldfish
11233,59,nb,scorpio,5,orange,dog
11234,33,female,pisces,13,blue,goldfish
11235,33,female,sagittarius,15,red,elephant
11236,36,male,pisces,7,purple,dog
11237,36,female,aquarius,15,red,horse
11238,23,male,taurus,19,green,goldfish
11239,23,female,taurus,6,orange,eagle
11240,27,male,gemini,2,yellow,hamster
11241,26,female,capricorn,14,purple,horse
11242,53,nb,capricorn,4,yellow,horse
11243,53,male,pisces,3,red,dog
11244,28,female,aries,2,orange,eagle
11245,28,male,taurus,16,orange,eagle
11246,37,male,gemini,20,purple,tiger
11247,39,female,cancer,8,green,horse
11248,49,female,aquarius,20,green,goldfish
11249,48,male,gemini,4,purple,horse
11250,43,male,aries,17,purple,hamster
11251,43,male,leo,7,red,hamster
11252,58,male,aquarius,12,green,tiger
11253,59,female,aries,14,green,tiger
11254,56,male,cancer,1,red,hamster
11255,58,nb,capricorn,8,blue,tiger
11256,20,nb,scorpio,13,orange,hamster
11257,20,nb,scorpio,11,blue,horse
11258,53,male,sagittarius,1,blue,elephant
11259,54,male,libra,3,blue,cat
11260,40,female,capricorn,17,orange,goldfish
11261,39,female,capricorn,19,blue,tiger
11262,30,nb,capricorn,19,red,horse
11263,29,male,cancer,16,purple,goldfish
11264,27,male,capricorn,10,green,dog
11265,27,nb,pisces,6,green,eagle
11266,44,nb,leo,8,purple,tiger
11267,41,male,aries,8,green,dog
11268,25,male,scorpio,15,red,eagle
11269,27,female,aquarius,8,green,horse
11270,56,male,cancer,11,green,hamster
11271,55,male,capricorn,2,orange,eagle
11272,28,female,leo,6,green,cat
11273,27,male,leo,18,blue,cat
11274,40,female,libra,4,purple,goldfish
11275,40,male,leo,20,green,tiger
11276,27,female,gemini,3,blue,horse
11277,25,male,sagittarius,1,orange,eagle
11278,50,male,aquarius,6,orange,elephant
11279,50,female,scorpio,13,yellow,eagle
11280,50,female,gemini,3,orange,cat
11281,53,male,aries,13,yellow,tiger
11282,43,male,aries,10,yellow,cat
11283,42,female,scorpio,0,green,tiger
11284,33,male,aquarius,5,red,horse
11285,33,male,aquarius,12,blue,horse
11286,19,male,libra,9,red,horse
11287,19,female,gemini,10,red,elephant
11288,25,male,gemini,12,orange,cat
11289,27,male,capricorn,16,yellow,eagle
11290,53,female,virgo,1,orange,dog
11291,53,female,sagittarius,2,green,eagle
11292,42,male,capricorn,3,red,horse
11293,46,male,cancer,2,red,goldfish
11294,44,male,scorpio,0,purple,horse
11295,40,male,cancer,1,red,tiger
11296,29,male,taurus,20,yellow,goldfish
11297,29,female,scorpio,3,green,horse
11298,30,female,taurus,6,yellow,hamster
11299,30,male,gemini,1,red,hamster
11300,56,male,gemini,4,yellow,horse
11301,56,nb,aries,19,green,goldfish
11302,26,female,gemini,12,red,dog
11303,30,female,cancer,7,purple,hamster
11304,54,male,virgo,19,green,dog
11305,50,male,pisces,15,green,tiger
11306,42,nb,sagittarius,13,yellow,cat
11307,44,female,taurus,15,blue,horse
11308,29,male,aquarius,5,orange,hamster
11309,29,male,aries,9,purple,horse
11310,28,female,taurus,9,blue,tiger
11311,28,male,capricorn,2,yellow,eagle
11312,19,male,virgo,17,green,hamster
11313,18,male,capricorn,5,green,hamster
11314,21,male,capricorn,13,blue,cat
11315,21,female,scorpio,15,red,eagle
11316,50,male,scorpio,4,yellow,tiger
11317,51,male,libra,17,purple,goldfish
11318,44,male,libra,20,purple,hamster
11319,47,male,scorpio,3,orange,horse
11320,58,male,libra,19,purple,goldfish
11321,58,male,aquarius,16,green,goldfish
11322,30,male,sagittarius,12,yellow,goldfish
11323,30,male,scorpio,2,purple,goldfish
11324,33,female,leo,12,red,horse
11325,33,male,gemini,16,purple,eagle
11326,54,male,capricorn,18,yellow,tiger
11327,54,female,aquarius,1,orange,hamster
11328,38,female,pisces,16,purple,goldfish
11329,36,male,aries,19,orange,hamster
11330,19,nb,aries,16,yellow,tiger
11331,21,male,cancer,16,orange,cat
11332,25,male,aquarius,10,purple,elephant
11333,27,male,aquarius,2,blue,tiger
11334,48,female,pisces,14,yellow,eagle
11335,48,female,pisces,2,purple,tiger
11336,55,male,sagittarius,9,red,eagle
11337,55,male,aquarius,19,green,dog
11338,47,male,taurus,19,green,horse
11339,47,female,leo,19,red,horse
11340,53,female,leo,18,green,dog
11341,53,female,pisces,21,yellow,elephant
11342,30,male,cancer,1,yellow,horse
11343,29,male,libra,16,purple,hamster
11344,29,male,aries,14,purple,cat
11345,25,female,aries,11,red,elephant
11346,48,male,libra,12,blue,elephant
11347,44,nb,leo,11,yellow,horse
11348,23,male,taurus,4,blue,hamster
11349,21,female,libra,8,red,dog
11350,47,male,sagittarius,13,blue,cat
11351,49,male,sagittarius,11,yellow,tiger
11352,19,male,sagittarius,5,green,tiger
11353,19,male,libra,19,purple,dog
11354,20,female,capricorn,5,purple,cat
11355,18,female,aries,18,yellow,hamster
11356,29,male,libra,12,red,elephant
11357,30,female,virgo,9,yellow,cat
11358,20,female,gemini,5,yellow,cat
11359,20,male,virgo,16,purple,goldfish
11360,42,female,gemini,17,red,goldfish
11361,43,female,virgo,17,blue,horse
11362,52,male,pisces,16,yellow,horse
11363,55,male,taurus,7,blue,elephant
11364,43,female,scorpio,11,purple,cat
11365,46,female,scorpio,7,orange,horse
11366,42,male,pisces,3,orange,elephant
11367,44,female,aries,17,yellow,dog
11368,41,male,libra,5,yellow,cat
11369,43,female,cancer,13,purple,dog
11370,34,female,cancer,17,orange,dog
11371,31,nb,libra,5,orange,tiger
11372,38,male,virgo,4,green,elephant
11373,39,male,pisces,7,blue,goldfish
11374,37,female,aries,13,yellow,eagle
11375,39,male,gemini,10,green,eagle
11376,52,male,cancer,20,purple,horse
11377,50,female,sagittarius,6,yellow,goldfish
11378,19,male,taurus,14,red,goldfish
11379,19,male,virgo,9,orange,dog
11380,39,female,aries,21,green,eagle
11381,38,female,leo,14,orange,eagle
11382,54,female,scorpio,14,green,cat
11383,52,male,aquarius,16,purple,eagle
11384,56,female,libra,2,orange,horse
11385,57,female,aries,19,yellow,eagle
11386,51,male,libra,14,red,cat
11387,52,female,gemini,16,orange,hamster
11388,48,female,virgo,13,blue,hamster
11389,50,male,cancer,0,purple,goldfish
11390,24,male,cancer,13,purple,dog
11391,25,female,sagittarius,13,purple,horse
11392,34,male,sagittarius,4,blue,eagle
11393,34,male,taurus,11,orange,goldfish
11394,53,male,cancer,12,purple,eagle
11395,53,female,scorpio,9,yellow,cat
11396,26,nb,libra,12,red,cat
11397,27,female,cancer,2,orange,goldfish
11398,52,female,sagittarius,19,purple,dog
11399,52,female,virgo,11,yellow,hamster
11400,26,female,libra,6,blue,eagle
11401,28,male,scorpio,14,purple,tiger
11402,49,nb,taurus,12,blue,cat
11403,48,female,libra,11,red,hamster
11404,56,male,leo,12,orange,eagle
11405,56,female,sagittarius,11,blue,goldfish
11406,54,male,virgo,2,blue,cat
11407,54,female,aries,4,orange,horse
11408,30,female,scorpio,9,green,tiger
11409,32,female,virgo,6,orange,goldfish
11410,25,male,sagittarius,2,red,cat
11411,21,female,aquarius,15,blue,goldfish
11412,27,male,capricorn,13,green,cat
11413,27,female,leo,0,purple,horse
11414,18,male,taurus,3,orange,dog
11415,18,male,capricorn,21,orange,horse
11416,25,female,taurus,12,purple,eagle
11417,27,male,capricorn,0,yellow,eagle
11418,44,nb,taurus,19,blue,hamster
11419,43,male,leo,9,blue,goldfish
11420,39,male,sagittarius,1,red,hamster
11421,39,female,taurus,8,purple,goldfish
11422,50,female,scorpio,8,blue,goldfish
11423,50,female,cancer,12,green,horse
11424,53,female,gemini,6,orange,horse
11425,53,female,sagittarius,8,blue,elephant
11426,36,female,scorpio,17,red,cat
11427,35,male,aries,13,green,goldfish
11428,52,female,virgo,8,blue,horse
11429,51,male,pisces,15,orange,hamster
11430,22,male,virgo,11,red,horse
11431,20,male,scorpio,2,purple,horse
11432,20,female,taurus,6,blue,horse
11433,20,female,pisces,1,purple,horse
11434,54,female,virgo,5,green,elephant
11435,52,female,scorpio,6,blue,tiger
11436,47,male,cancer,18,yellow,cat
11437,44,male,gemini,7,blue,eagle
11438,27,male,capricorn,12,blue,tiger
11439,24,female,scorpio,15,purple,cat
11440,26,female,libra,3,purple,goldfish
11441,27,male,sagittarius,13,red,goldfish
11442,36,female,virgo,15,red,cat
11443,35,female,cancer,9,red,dog
11444,29,female,scorpio,13,orange,dog
11445,29,female,aries,16,green,horse
11446,27,male,taurus,4,purple,dog
11447,27,male,scorpio,4,blue,eagle
11448,21,female,capricorn,0,green,cat
11449,18,nb,pisces,9,red,elephant
11450,49,female,scorpio,17,yellow,tiger
11451,51,male,aries,13,blue,eagle
11452,37,male,virgo,9,orange,cat
11453,39,male,leo,3,purple,horse
11454,56,male,pisces,5,green,hamster
11455,56,male,gemini,15,green,eagle
11456,36,female,virgo,15,yellow,hamster
11457,35,nb,taurus,7,purple,elephant
11458,43,female,virgo,7,purple,eagle
11459,43,female,pisces,15,green,eagle
11460,27,female,taurus,20,red,dog
11461,29,male,taurus,3,yellow,goldfish
11462,21,nb,scorpio,12,yellow,elephant
11463,22,male,aquarius,20,purple,horse
11464,45,male,aquarius,20,red,horse
11465,45,nb,sagittarius,3,red,cat
11466,39,male,virgo,19,purple,dog
11467,39,nb,sagittarius,9,green,tiger
11468,31,male,leo,21,green,dog
11469,30,male,leo,4,blue,eagle
11470,44,male,gemini,6,red,eagle
11471,43,female,sagittarius,21,green,tiger
11472,28,female,aries,2,purple,goldfish
11473,29,female,pisces,0,red,goldfish
11474,21,nb,gemini,14,red,horse
11475,22,male,aquarius,3,red,tiger
11476,31,male,gemini,18,purple,cat
11477,32,male,libra,17,green,goldfish
11478,45,nb,pisces,14,green,goldfish
11479,44,female,pisces,16,blue,horse
11480,27,male,cancer,12,blue,dog
11481,27,male,pisces,12,red,tiger
11482,45,female,cancer,1,green,goldfish
11483,41,female,aries,16,yellow,horse
11484,56,female,taurus,7,orange,elephant
11485,54,female,scorpio,3,purple,hamster
11486,39,female,virgo,10,purple,elephant
11487,42,male,libra,16,yellow,goldfish
11488,48,female,capricorn,13,orange,hamster
11489,49,male,scorpio,8,red,hamster
11490,51,male,sagittarius,21,orange,tiger
11491,54,female,capricorn,11,green,eagle
11492,34,female,leo,1,blue,elephant
11493,33,male,virgo,18,yellow,cat
11494,20,female,scorpio,16,red,cat
11495,20,female,aquarius,0,orange,cat
11496,22,female,taurus,15,yellow,horse
11497,23,nb,sagittarius,0,red,elephant
11498,58,male,virgo,4,purple,cat
11499,58,female,capricorn,19,orange,cat
11500,35,female,taurus,3,purple,tiger
11501,35,male,gemini,9,green,hamster
11502,54,female,sagittarius,15,yellow,horse
11503,51,female,virgo,13,blue,goldfish
11504,22,male,gemini,17,blue,tiger
11505,24,female,libra,12,purple,elephant
11506,52,nb,pisces,19,yellow,cat
11507,50,female,aries,16,red,goldfish
11508,53,male,leo,0,red,horse
11509,56,female,sagittarius,16,orange,goldfish
11510,23,male,pisces,20,yellow,horse
11511,19,female,scorpio,15,orange,tiger
11512,34,female,virgo,17,orange,cat
11513,33,female,leo,8,red,goldfish
11514,48,female,aquarius,18,orange,goldfish
11515,48,female,sagittarius,20,purple,tiger
11516,51,male,aquarius,16,yellow,cat
11517,49,nb,aquarius,10,red,elephant
11518,33,male,scorpio,8,orange,horse
11519,35,female,scorpio,18,yellow,goldfish
11520,52,male,aquarius,14,green,dog
11521,53,female,aquarius,10,green,dog
11522,49,male,scorpio,10,blue,horse
11523,49,female,leo,9,red,cat
11524,23,male,virgo,2,yellow,cat
11525,20,male,gemini,13,purple,goldfish
11526,43,male,taurus,15,green,eagle
11527,43,male,leo,17,yellow,cat
11528,45,female,leo,12,yellow,horse
11529,44,female,virgo,1,yellow,hamster
11530,46,male,aries,19,blue,tiger
11531,45,male,virgo,7,red,hamster
11532,53,female,aries,1,green,tiger
11533,53,male,cancer,18,orange,horse
11534,52,female,taurus,21,orange,elephant
11535,52,female,pisces,18,yellow,cat
11536,43,female,scorpio,14,blue,goldfish
11537,44,female,pisces,20,purple,hamster
11538,32,female,aries,3,red,hamster
11539,28,male,libra,10,green,elephant
11540,38,female,scorpio,0,red,dog
11541,39,female,sagittarius,5,blue,horse
11542,24,male,sagittarius,11,green,eagle
11543,27,female,virgo,5,green,cat
11544,24,male,pisces,6,purple,goldfish
11545,25,male,libra,15,red,hamster
11546,19,male,taurus,9,blue,goldfish
11547,18,female,cancer,18,red,horse
11548,43,male,taurus,14,green,elephant
